match_id,radiant_win,duration,radiant_gold,dire_gold,radiant_gold_div,radiant_xp,dire_xp,radiant_xp_div,radiant_wards,dire_wards,radiant_wards_div,radiant_towers_destroyed,dire_towers_destroyed,radiant_towers_destroyed_div,radiant_first_blood
8796323870,True,3568,16797,15552,1245,17129,15807,1322,7,9,-2,0,0,0,1
8796323853,True,1998,15147,15001,146,16262,14751,1511,15,11,4,0,0,0,0
8796323685,False,2926,15858,13235,2623,16272,13242,3030,11,12,-1,0,0,0,1
8796323350,True,2269,12835,14277,-1442,13313,14581,-1268,10,11,-1,0,1,-1,0
8796323091,True,2940,15879,14223,1656,17150,16998,152,14,10,4,1,0,1,1
8796322975,False,2294,13269,15180,-1911,14417,15805,-1388,10,9,1,0,0,0,0
8796322941,False,1952,15066,14562,504,16856,16602,254,11,10,1,0,0,0,0
8796322854,False,2428,13979,15681,-1702,14459,16286,-1827,12,9,3,0,0,0,0
8796322607,False,2017,14948,16547,-1599,14616,16734,-2118,11,13,-2,0,0,0,1
8796322555,True,3365,19010,13013,5997,18991,14065,4926,9,13,-4,1,0,1,1
8796322512,True,3013,14024,16999,-2975,14409,17026,-2617,12,8,4,0,0,0,0
8796322436,True,2169,13814,15802,-1988,14788,16116,-1328,15,14,1,0,0,0,0
8796322433,False,2198,14378,14057,321,15312,15066,246,12,13,-1,0,0,0,0
8796322367,True,1509,14255,18139,-3884,16864,19169,-2305,9,9,0,0,0,0,0
8796322253,False,3407,12935,14686,-1751,14087,16256,-2169,10,11,-1,0,1,-1,1
8796321957,True,1738,16598,12782,3816,17581,13878,3703,11,12,-1,1,0,1,1
8796321835,True,2302,14010,15282,-1272,14108,15743,-1635,8,11,-3,1,0,1,0
8796321822,True,2458,18793,12728,6065,19608,15035,4573,9,9,0,1,0,1,1
8796321796,True,3267,15043,13735,1308,16328,14730,1598,15,12,3,0,0,0,1
8796321671,True,2461,15424,14624,800,16346,14708,1638,12,8,4,0,0,0,1
8796321651,True,2328,14529,14099,430,14850,15016,-166,10,8,2,0,0,0,1
8796321587,True,2804,16505,17387,-882,17802,17843,-41,11,13,-2,1,1,0,1
8796321585,True,3123,13348,16283,-2935,14584,18387,-3803,11,14,-3,0,0,0,0
8796321284,False,1882,13723,17782,-4059,13784,18137,-4353,8,10,-2,0,0,0,1
8796321114,True,2162,19417,13911,5506,19255,15209,4046,10,4,6,1,0,1,0
8796321085,False,3075,14941,14169,772,16717,15922,795,7,9,-2,0,0,0,0
8796321017,False,3827,13068,14350,-1282,13448,15364,-1916,14,13,1,0,0,0,1
8796320583,False,2104,17266,14208,3058,18139,15381,2758,10,10,0,1,0,1,0
8796320439,False,1480,11918,17808,-5890,13479,18709,-5230,5,11,-6,0,0,0,1
8796320397,True,1408,17549,15470,2079,18438,15736,2702,15,10,5,0,0,0,0
8796320109,True,2240,14361,14072,289,15367,14688,679,13,12,1,0,0,0,0
8796319903,False,2706,14535,14180,355,15469,14522,947,13,8,5,0,0,0,1
8796319722,False,2779,14380,14751,-371,16121,15584,537,11,10,1,0,0,0,1
8796319600,False,2039,14409,17168,-2759,15086,19334,-4248,9,9,0,0,0,0,1
8796319385,True,1983,17600,14286,3314,19293,16237,3056,8,11,-3,0,0,0,1
8796319285,True,3465,14437,14114,323,14711,14749,-38,11,11,0,0,0,0,1
8796319272,False,2793,15933,13703,2230,17210,15224,1986,11,13,-2,0,0,0,0
8796319126,True,1576,18353,14767,3586,18461,15401,3060,13,13,0,0,0,0,1
8796319027,False,1967,14815,15743,-928,15491,15762,-271,14,8,6,0,1,-1,0
8796318663,False,3177,15276,15732,-456,15138,15342,-204,14,11,3,0,0,0,0
8796318284,False,2665,15633,15259,374,16523,16582,-59,15,12,3,0,0,0,1
8796318223,True,1763,13747,16192,-2445,15895,16960,-1065,12,11,1,0,0,0,0
8796318211,True,2376,15469,14486,983,16460,16196,264,11,14,-3,0,0,0,0
8796318130,True,3820,15147,13701,1446,15697,14613,1084,9,7,2,0,0,0,1
8796318102,False,2071,14609,18413,-3804,15057,20164,-5107,12,9,3,0,1,-1,1
8796318041,False,2509,16090,16936,-846,16097,18785,-2688,7,11,-4,0,1,-1,1
8796318009,False,2416,14858,17627,-2769,17735,19786,-2051,7,9,-2,0,0,0,0
8796317688,True,2052,13500,15309,-1809,13453,17002,-3549,13,11,2,0,0,0,0
8796317447,True,2392,16334,14002,2332,17121,14688,2433,7,9,-2,0,0,0,0
8796317311,True,3354,15117,13527,1590,15793,14978,815,10,12,-2,0,0,0,0
8796317288,False,2417,18140,14950,3190,19211,15452,3759,13,8,5,0,0,0,1
8796317268,False,1679,12316,16659,-4343,13322,16838,-3516,11,12,-1,0,1,-1,0
8796317264,False,2565,16518,14620,1898,16416,15315,1101,11,11,0,0,0,0,1
8796316890,True,1987,19670,12330,7340,18660,13725,4935,10,12,-2,2,0,2,1
8796316834,False,2034,15909,17202,-1293,18196,17963,233,13,10,3,0,0,0,1
8796316595,True,2302,15963,14045,1918,16705,14731,1974,16,12,4,2,0,2,0
8796316357,True,2985,12408,16922,-4514,14212,18246,-4034,11,14,-3,0,0,0,0
8796316134,True,2462,18069,14706,3363,18305,16352,1953,15,11,4,2,0,2,1
8796316111,True,1670,16779,14004,2775,18164,14928,3236,13,7,6,1,0,1,0
8796315871,True,1641,16703,14061,2642,17671,14970,2701,14,12,2,1,0,1,1
8796315862,False,2207,15707,17641,-1934,16823,19465,-2642,13,11,2,0,0,0,1
8796315830,True,2032,15942,15693,249,15803,16513,-710,11,15,-4,0,1,-1,1
8796315797,True,1853,14349,15707,-1358,14954,16253,-1299,14,8,6,1,0,1,1
8796315733,True,1677,15994,14311,1683,17028,14458,2570,13,12,1,0,0,0,1
8796315661,False,2286,16671,16921,-250,17787,16907,880,12,14,-2,0,0,0,1
8796315633,True,1903,15578,14110,1468,17531,16686,845,13,6,7,0,0,0,1
8796315327,False,1669,16001,13328,2673,19049,14182,4867,6,7,-1,0,0,0,0
8796315094,True,1283,16954,13405,3549,18429,14229,4200,14,13,1,1,0,1,1
8796315002,False,2182,12902,16581,-3679,14277,16945,-2668,7,6,1,0,0,0,0
8796314961,True,1520,16590,14286,2304,16526,15181,1345,12,9,3,0,0,0,1
8796314733,True,2000,16126,16478,-352,17674,16510,1164,12,12,0,0,0,0,0
8796314631,False,2520,16583,15010,1573,15813,16513,-700,7,15,-8,1,0,1,1
8796314540,True,2981,15427,15340,87,16685,16042,643,13,12,1,0,0,0,1
8796314462,False,1184,11757,17821,-6064,12491,17206,-4715,8,10,-2,0,1,-1,0
8796314415,True,2473,16111,13704,2407,15830,15048,782,11,12,-1,1,0,1,1
8796314110,True,1772,16012,13178,2834,15803,15558,245,8,9,-1,1,0,1,1
8796314008,False,2497,16323,14729,1594,16218,16145,73,10,9,1,1,0,1,0
8796313833,True,1804,17355,13278,4077,17548,14659,2889,15,12,3,0,0,0,1
8796313816,False,2131,12951,13998,-1047,14812,14844,-32,13,11,2,0,1,-1,0
8796313759,False,1648,11813,15857,-4044,13257,17324,-4067,12,11,1,0,0,0,1
8796313701,True,2805,17762,14169,3593,17538,15003,2535,10,12,-2,0,0,0,0
8796313653,True,1412,16705,13748,2957,17675,14822,2853,15,15,0,0,0,0,0
8796313634,True,2948,14228,13474,754,17160,15922,1238,14,11,3,0,0,0,0
8796313395,False,2674,15886,15899,-13,16915,17130,-215,12,12,0,0,0,0,0
8796313154,False,1848,15969,15313,656,17182,16849,333,13,11,2,0,0,0,0
8796313091,False,2456,12778,16662,-3884,14480,17358,-2878,8,5,3,0,0,0,0
8796313039,True,2516,16604,14346,2258,18013,16810,1203,12,9,3,0,0,0,1
8796312975,True,3739,13371,15531,-2160,15885,16815,-930,10,12,-2,0,1,-1,0
8796312805,True,2951,14227,14303,-76,13965,15852,-1887,7,12,-5,0,0,0,1
8796312727,False,3391,14652,16198,-1546,15311,16715,-1404,9,11,-2,0,1,-1,0
8796312684,True,2399,15300,12162,3138,16448,13377,3071,11,8,3,0,0,0,1
8796312651,False,2234,16589,15436,1153,18085,15688,2397,5,8,-3,0,0,0,0
8796312646,False,1808,14651,17603,-2952,15384,17394,-2010,15,11,4,0,0,0,1
8796312578,True,1920,17632,14915,2717,16750,15433,1317,11,9,2,1,0,1,0
8796312556,True,2028,16133,14250,1883,18119,16045,2074,13,9,4,0,0,0,1
8796312531,True,1984,15433,14641,792,16855,16048,807,9,10,-1,0,0,0,1
8796312438,True,2142,16624,14990,1634,15757,15558,199,12,7,5,1,1,0,1
8796312163,True,1663,18023,16509,1514,18063,19182,-1119,10,9,1,1,0,1,0
8796311962,True,1705,16097,14707,1390,15678,16214,-536,9,7,2,0,0,0,0
8796311573,True,1925,15509,15220,289,17721,17886,-165,11,7,4,0,0,0,0
8796311423,True,1829,17539,15025,2514,17872,15836,2036,11,15,-4,0,0,0,1
8796311293,False,2007,14980,16580,-1600,16835,17276,-441,13,12,1,0,0,0,1
8796311154,True,2872,14383,13329,1054,15652,14768,884,11,11,0,1,0,1,0
8796311048,True,2227,15583,15913,-330,15077,15522,-445,10,12,-2,0,0,0,1
8796310972,True,1837,17672,14516,3156,18050,14135,3915,9,12,-3,1,0,1,0
8796310913,False,1826,15172,14684,488,16445,16744,-299,13,8,5,0,0,0,0
8796310895,True,1794,17806,14312,3494,18591,13888,4703,10,12,-2,0,0,0,1
8796310856,True,2751,15638,15943,-305,17218,17426,-208,15,11,4,0,0,0,0
8796310737,False,1995,11308,16013,-4705,11333,17083,-5750,14,11,3,0,1,-1,0
8796310736,False,1851,15063,16007,-944,15475,16115,-640,11,9,2,1,0,1,0
8796310677,False,2724,15556,16128,-572,16039,16930,-891,11,11,0,0,0,0,1
8796310513,True,3223,15113,15883,-770,15780,16697,-917,13,13,0,0,0,0,0
8796310459,True,2030,17872,14403,3469,18122,15262,2860,11,12,-1,0,0,0,1
8796310276,False,1319,14717,16930,-2213,15272,17983,-2711,14,12,2,0,0,0,1
8796310255,True,1585,16886,13922,2964,18380,14683,3697,12,16,-4,0,0,0,1
8796310091,False,1672,13913,14110,-197,14961,14294,667,8,8,0,0,0,0,0
8796310085,True,3460,15083,15836,-753,15734,17072,-1338,7,9,-2,0,0,0,1
8796309937,True,2855,15311,13221,2090,17345,14168,3177,11,11,0,0,0,0,0
8796309622,False,1833,13213,18522,-5309,13942,18876,-4934,11,10,1,0,1,-1,0
8796309452,True,2344,16838,13674,3164,16287,14347,1940,12,11,1,1,0,1,1
8796309261,False,2205,15387,13481,1906,16000,14390,1610,16,15,1,0,0,0,0
8796309256,False,1838,13322,16065,-2743,14973,18180,-3207,9,14,-5,0,0,0,0
8796309033,False,3224,14395,14614,-219,16600,15933,667,11,7,4,0,0,0,0
8796308835,True,2171,16384,13399,2985,17628,15480,2148,14,8,6,0,0,0,1
8796308591,False,1929,13575,16985,-3410,15106,18314,-3208,8,9,-1,0,0,0,0
8796308411,True,1706,15084,14647,437,15097,15050,47,12,13,-1,0,0,0,0
8796308289,False,2565,14161,14271,-110,15907,17130,-1223,10,13,-3,0,0,0,1
8796308255,False,2538,15825,14457,1368,16876,15353,1523,10,10,0,0,0,0,0
8796308078,True,3881,14760,12297,2463,15700,15458,242,10,9,1,0,0,0,1
8796308052,False,3649,14533,18524,-3991,16795,19028,-2233,7,9,-2,0,0,0,0
8796307973,True,1939,16158,14056,2102,17196,14703,2493,10,13,-3,0,0,0,0
8796307945,True,2817,12837,19325,-6488,14215,18425,-4210,10,16,-6,0,3,-3,0
8796307855,False,2092,13361,17435,-4074,15010,16523,-1513,11,10,1,0,0,0,1
8796307691,False,2684,15051,14060,991,15819,15707,112,11,9,2,0,0,0,1
8796307592,True,3321,17702,14784,2918,18481,14532,3949,10,11,-1,2,0,2,0
8796307578,True,3030,15902,15229,673,17139,16115,1024,8,14,-6,0,0,0,0
8796307572,True,1536,17465,15588,1877,17359,15975,1384,7,8,-1,0,0,0,1
8796307463,False,4611,14747,16293,-1546,15757,17910,-2153,11,11,0,0,0,0,1
8796307432,False,2157,13617,15719,-2102,16085,17158,-1073,8,8,0,0,0,0,1
8796307285,False,2557,13431,17628,-4197,14254,19236,-4982,10,7,3,0,0,0,1
8796307235,False,2034,14599,15852,-1253,15389,16503,-1114,9,11,-2,0,0,0,0
8796306607,False,2652,16471,16930,-459,18047,17417,630,10,12,-2,0,0,0,1
8796306396,True,2198,17102,13080,4022,17516,13783,3733,10,16,-6,1,0,1,0
8796306355,True,2834,14583,16010,-1427,15442,16696,-1254,12,13,-1,0,1,-1,0
8796306218,True,1937,15925,15776,149,17665,17507,158,10,12,-2,0,0,0,1
8796306134,True,2853,12906,15066,-2160,14645,14896,-251,9,13,-4,0,0,0,0
8796305958,True,2137,16241,15428,813,17291,16998,293,14,11,3,0,0,0,0
8796305857,True,1909,14844,13485,1359,15766,13635,2131,10,10,0,0,0,0,1
8796305752,True,2856,16840,15264,1576,16750,17175,-425,14,12,2,0,1,-1,1
8796305663,False,2965,13016,15286,-2270,13715,16745,-3030,16,12,4,0,0,0,1
8796305639,False,2847,14114,14267,-153,14677,15835,-1158,10,10,0,0,0,0,0
8796305542,False,3897,13262,16038,-2776,14865,17359,-2494,9,11,-2,0,1,-1,0
8796305528,True,2141,15565,14489,1076,16443,15276,1167,12,12,0,0,0,0,0
8796305417,True,2029,16714,14929,1785,17042,16110,932,12,12,0,0,0,0,1
8796305243,False,2262,13139,16233,-3094,13917,16790,-2873,15,12,3,0,0,0,0
8796305199,True,2314,16592,15590,1002,16848,17357,-509,7,11,-4,1,0,1,0
8796305118,False,2713,13381,16313,-2932,12808,18265,-5457,10,9,1,0,0,0,1
8796304998,False,1452,11146,19245,-8099,12837,18717,-5880,8,9,-1,0,2,-2,0
8796304777,False,2579,17558,15194,2364,16656,17738,-1082,11,6,5,2,0,2,0
8796304069,True,1613,18389,16126,2263,18835,17196,1639,10,12,-2,1,0,1,0
8796304026,False,2457,16289,15112,1177,16883,15477,1406,11,9,2,0,0,0,0
8796303778,False,4576,14652,14664,-12,16130,16354,-224,9,9,0,0,0,0,0
8796303678,True,2690,16500,15134,1366,16984,16371,613,13,14,-1,1,0,1,0
8796303642,True,2923,18598,15948,2650,18632,17857,775,11,11,0,2,0,2,1
8796303588,True,2384,15669,15413,256,16469,17129,-660,9,10,-1,1,0,1,1
8796303480,True,1560,17921,14298,3623,19157,15993,3164,13,12,1,0,0,0,1
8796303331,False,2848,15399,13722,1677,15497,15790,-293,12,13,-1,1,0,1,1
8796303256,True,3613,15367,16795,-1428,15828,17840,-2012,9,8,1,0,0,0,1
8796303239,False,2271,13789,13684,105,14873,15646,-773,13,9,4,0,0,0,0
8796302847,True,1558,17062,13332,3730,18343,13993,4350,13,7,6,1,0,1,0
8796302776,True,1163,18020,15098,2922,18896,16027,2869,9,11,-2,2,0,2,0
8796302689,False,2797,14479,14225,254,16095,16607,-512,10,13,-3,0,0,0,0
8796302685,True,3028,14872,16211,-1339,15923,17411,-1488,11,6,5,0,0,0,1
8796302629,False,3765,15422,17597,-2175,15684,18308,-2624,10,14,-4,1,0,1,0
8796302322,False,1943,14800,16237,-1437,15825,18019,-2194,7,11,-4,0,0,0,0
8796302059,True,2124,16488,14408,2080,16789,14227,2562,12,8,4,0,0,0,0
8796302043,False,2500,15024,14081,943,15295,15139,156,8,11,-3,0,0,0,0
8796301897,True,2070,15313,14776,537,17665,15779,1886,10,12,-2,0,0,0,0
8796301831,False,2507,13218,17747,-4529,14002,18596,-4594,11,14,-3,0,1,-1,1
8796301799,False,2639,14619,15100,-481,15478,16053,-575,10,12,-2,0,0,0,0
8796301746,True,1562,16225,14249,1976,17573,15404,2169,14,13,1,0,0,0,1
8796301639,True,2591,13614,15333,-1719,15292,16189,-897,12,10,2,0,0,0,0
8796301525,True,2050,14915,17929,-3014,14452,19266,-4814,11,11,0,0,0,0,1
8796301286,True,2306,15600,15204,396,16567,17458,-891,10,11,-1,0,0,0,1
8796301258,False,1998,13679,15254,-1575,15079,17619,-2540,7,12,-5,0,0,0,0
8796301115,True,3763,16730,12836,3894,17180,14190,2990,9,9,0,1,0,1,1
8796301079,False,2327,14155,14076,79,15841,15268,573,11,9,2,0,0,0,0
8796300910,True,2124,14294,15119,-825,15339,16621,-1282,13,9,4,0,0,0,1
8796300897,True,2743,18960,14240,4720,18843,14262,4581,12,14,-2,2,0,2,1
8796300856,False,1309,15952,19210,-3258,16633,20323,-3690,9,11,-2,0,1,-1,0
8796300634,True,2740,17002,15478,1524,18078,15111,2967,10,12,-2,0,0,0,0
8796300586,True,3421,16006,14942,1064,16572,14632,1940,12,8,4,0,0,0,1
8796300308,False,2362,15446,11437,4009,17038,13190,3848,11,14,-3,0,0,0,1
8796300116,True,2346,16214,15340,874,16308,17599,-1291,12,12,0,0,0,0,0
8796300064,True,2167,15741,16076,-335,16953,16500,453,13,12,1,0,0,0,0
8796300052,True,2155,15924,13671,2253,17533,15101,2432,9,6,3,1,1,0,1
8796299889,True,2027,17086,13307,3779,17797,14531,3266,12,6,6,1,0,1,0
8796299803,True,1974,17674,15429,2245,18015,16208,1807,10,12,-2,1,0,1,1
8796299669,False,2944,15382,15590,-208,15388,18054,-2666,9,12,-3,0,0,0,1
8796299659,False,4106,14875,13022,1853,16777,14216,2561,16,11,5,0,0,0,1
8796299514,True,1682,18388,12847,5541,18488,13136,5352,9,15,-6,1,0,1,0
8796299362,False,3091,15552,13738,1814,15240,15111,129,12,8,4,1,0,1,1
8796299249,True,3762,12887,14311,-1424,13548,15211,-1663,11,7,4,0,0,0,0
8796496642,True,1125,20366,13829,6537,20380,11997,8383,7,10,-3,2,0,2,1
8796492148,True,1275,17780,12779,5001,18654,13043,5611,13,8,5,1,0,1,0
8796486315,True,1530,16441,15068,1373,16907,15587,1320,7,11,-4,2,0,2,1
8796484693,True,1415,15476,11630,3846,16566,12700,3866,12,6,6,0,0,0,1
8796482587,True,1343,18960,13935,5025,20122,15333,4789,15,10,5,1,0,1,1
8796481466,False,1392,14532,16538,-2006,16358,16483,-125,15,11,4,0,0,0,0
8796481052,True,1784,15014,13109,1905,16554,14337,2217,13,10,3,0,0,0,0
8796480561,False,1646,14835,17317,-2482,15335,19884,-4549,11,6,5,0,0,0,0
8796480229,False,1223,12628,18630,-6002,13117,18214,-5097,9,13,-4,0,3,-3,1
8796478934,True,1682,16946,15505,1441,18240,16347,1893,12,11,1,1,0,1,0
8796478854,True,1280,17117,11529,5588,18181,10305,7876,7,9,-2,1,0,1,1
8796478647,False,1491,13864,17027,-3163,14211,16678,-2467,5,6,-1,0,1,-1,1
8796478590,False,1873,12849,16426,-3577,12810,16701,-3891,14,14,0,0,1,-1,0
8796477988,True,1822,16932,13826,3106,18259,14756,3503,13,12,1,0,0,0,0
8796477926,True,1512,18010,13204,4806,18857,14521,4336,7,7,0,1,0,1,1
8796477816,True,1650,17432,11939,5493,18971,12348,6623,12,11,1,1,0,1,1
8796477671,True,1681,16015,13461,2554,17483,14238,3245,15,18,-3,0,0,0,0
8796477220,False,1943,13666,16082,-2416,13443,15986,-2543,9,12,-3,1,1,0,0
8796476777,False,1624,13643,17534,-3891,12718,17857,-5139,10,8,2,0,1,-1,1
8796476350,False,1476,14131,16727,-2596,14858,18490,-3632,10,12,-2,0,0,0,0
8796475840,False,1420,14044,18605,-4561,15043,18652,-3609,9,13,-4,0,3,-3,1
8796475658,False,1305,15184,15588,-404,15769,16119,-350,12,14,-2,0,0,0,0
8796475507,False,1637,13209,16004,-2795,14119,17911,-3792,11,10,1,0,0,0,1
8796480179,False,1824,12342,19062,-6720,11813,17645,-5832,11,13,-2,0,2,-2,1
8796488878,True,1605,15863,13673,2190,17580,15164,2416,8,10,-2,0,0,0,1
8796488343,False,1640,14072,16255,-2183,14507,16688,-2181,13,13,0,0,0,0,1
